"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X1.1","X2.1","X3.1","X4.1","X5.1","X6.1","X7.1","X8.1","X9.1","X10.1","X11.1","X12.1","X13.1","X14.1","X15.1","X16.1","X17.1","X18.1","X19.1","X20.1","X21.1","X22.1","X23.1","X24.1","X25.1","X26.1","X27.1","X28.1","X29.1","X30.1","X31.1","X32.1","X33.1","X34.1","X35.1","X36.1","X37.1","X38.1","X39.1","X40.1","X41.1","X42.1","X43.1","X44.1","X45.1","X46.1","X47.1","X48.1","X49.1","X50.1","X51.1","X52.1","X53.1","X54.1","X55.1","X56.1","X57.1","X58.1","X59.1","X60.1","X61.1","X62.1","X63.1","X64.1","X65.1","X66.1","X67.1","X68.1","X69.1","X70.1","X71.1","X72.1","X73.1","X74.1","X75.1","X76.1","X77.1","X78.1","X79.1","X80.1","X81.1","X82.1","X83.1","X84.1","X85.1","X86.1","X87.1","X88.1","X89.1","X90.1","X91.1","X92.1","X93.1","X94.1","X95.1","X96.1","X97.1","X98.1","X99.1","X100.1","X101.1","X102.1","X103.1","X104.1","X105.1","X106.1","X107.1","X108.1","X109.1","X110.1","X111.1","X112.1","X113.1","X114.1","X115.1","X116.1","X117.1"
"26",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,20,5,9,2,8,2,6,9,24,20,19,22,5,16,4,12,8,2,2,5,8,12,1,18,0,0,8,10,8,4,4,19,0,47,37,10,3,4,19,11,1,11,9,7,5,12,25,13,4,4,26,2,4,0,0,1,5,1,1,1,6,18,2,7,7,8,9,37,16,16,19,16,41,50,11,22,22,35,18,44,28,34,27,41,29,14,46,17,24,28,21,23,30,12,15,9,12,17,3,3,2,23,3,22,9,4,9,10,1,29,3,13,15,10,5,5,1
"27",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,12,3,1,6,0,6,2,1,16,12,11,14,3,8,4,4,0,6,6,3,0,4,7,10,8,8,0,2,0,4,4,11,8,39,29,2,5,4,11,3,7,3,1,1,3,4,17,5,4,4,18,6,4,8,8,7,3,7,7,7,2,10,6,1,1,0,1,29,8,8,11,8,33,42,3,14,14,27,10,36,20,26,19,33,21,6,38,9,16,20,13,15,22,4,7,1,4,9,5,5,6,15,5,14,1,4,1,2,7,21,5,5,7,2,3,3,9
"28",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,10,5,1,8,2,8,4,1,14,10,9,12,5,6,6,2,2,8,8,5,2,2,9,8,10,10,2,0,2,6,6,9,10,37,27,0,7,6,9,1,9,1,1,3,5,2,15,3,6,6,16,8,6,10,10,9,5,9,9,9,4,8,8,3,3,2,1,27,6,6,9,6,31,40,1,12,12,25,8,34,18,24,17,31,19,4,36,7,14,18,11,13,20,2,5,1,2,7,7,7,8,13,7,12,1,6,1,0,9,19,7,3,5,0,5,5,11
"29",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,12,3,1,6,0,6,2,1,16,12,11,14,3,8,4,4,0,6,6,3,0,4,7,10,8,8,0,2,0,4,4,11,8,39,29,2,5,4,11,3,7,3,1,1,3,4,17,5,4,4,18,6,4,8,8,7,3,7,7,7,2,10,6,1,1,0,1,29,8,8,11,8,33,42,3,14,14,27,10,36,20,26,19,33,21,6,38,9,16,20,13,15,22,4,7,1,4,9,5,5,6,15,5,14,1,4,1,2,7,21,5,5,7,2,3,3,9
"30",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,16,1,5,2,4,2,2,5,20,16,15,18,1,12,0,8,4,2,2,1,4,8,3,14,4,4,4,6,4,0,0,15,4,43,33,6,1,0,15,7,3,7,5,3,1,8,21,9,0,0,22,2,0,4,4,3,1,3,3,3,2,14,2,3,3,4,5,33,12,12,15,12,37,46,7,18,18,31,14,40,24,30,23,37,25,10,42,13,20,24,17,19,26,8,11,5,8,13,1,1,2,19,1,18,5,0,5,6,3,25,1,9,11,6,1,1,5
"31",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,16,1,5,2,4,2,2,5,20,16,15,18,1,12,0,8,4,2,2,1,4,8,3,14,4,4,4,6,4,0,0,15,4,43,33,6,1,0,15,7,3,7,5,3,1,8,21,9,0,0,22,2,0,4,4,3,1,3,3,3,2,14,2,3,3,4,5,33,12,12,15,12,37,46,7,18,18,31,14,40,24,30,23,37,25,10,42,13,20,24,17,19,26,8,11,5,8,13,1,1,2,19,1,18,5,0,5,6,3,25,1,9,11,6,1,1,5
"32",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,14,10,17,11,17,13,10,5,1,0,3,14,3,15,7,11,17,17,14,11,7,18,1,19,19,11,9,11,15,15,0,19,28,18,9,16,15,0,8,18,8,10,12,14,7,6,6,15,15,7,17,15,19,19,18,14,18,18,18,13,1,17,12,12,11,10,18,3,3,0,3,22,31,8,3,3,16,1,25,9,15,8,22,10,5,27,2,5,9,2,4,11,7,4,10,7,2,16,16,17,4,16,3,10,15,10,9,18,10,16,6,4,9,14,14,20
"33",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,20,5,9,2,8,2,6,9,24,20,19,22,5,16,4,12,8,2,2,5,8,12,1,18,0,0,8,10,8,4,4,19,0,47,37,10,3,4,19,11,1,11,9,7,5,12,25,13,4,4,26,2,4,0,0,1,5,1,1,1,6,18,2,7,7,8,9,37,16,16,19,16,41,50,11,22,22,35,18,44,28,34,27,41,29,14,46,17,24,28,21,23,30,12,15,9,12,17,3,3,2,23,3,22,9,4,9,10,1,29,3,13,15,10,5,5,1
"34",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,27,42,38,45,39,45,41,38,23,27,28,25,42,31,43,35,39,45,45,42,39,35,46,29,47,47,39,37,39,43,43,28,47,0,10,37,44,43,28,36,46,36,38,40,42,35,22,34,43,43,21,45,43,47,47,46,42,46,46,46,41,29,45,40,40,39,38,10,31,31,28,31,6,3,36,25,25,12,29,3,19,13,20,6,18,33,1,30,23,19,26,24,17,35,32,38,35,30,44,44,45,24,44,25,38,43,38,37,46,18,44,34,32,37,42,42,48
"35",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,17,32,28,35,29,35,31,28,13,17,18,15,32,21,33,25,29,35,35,32,29,25,36,19,37,37,29,27,29,33,33,18,37,10,0,27,34,33,18,26,36,26,28,30,32,25,12,24,33,33,11,35,33,37,37,36,32,36,36,36,31,19,35,30,30,29,28,0,21,21,18,21,4,13,26,15,15,2,19,7,9,3,10,4,8,23,9,20,13,9,16,14,7,25,22,28,25,20,34,34,35,14,34,15,28,33,28,27,36,8,34,24,22,27,32,32,38
"36",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,10,5,1,8,2,8,4,1,14,10,9,12,5,6,6,2,2,8,8,5,2,2,9,8,10,10,2,0,2,6,6,9,10,37,27,0,7,6,9,1,9,1,1,3,5,2,15,3,6,6,16,8,6,10,10,9,5,9,9,9,4,8,8,3,3,2,1,27,6,6,9,6,31,40,1,12,12,25,8,34,18,24,17,31,19,4,36,7,14,18,11,13,20,2,5,1,2,7,7,7,8,13,7,12,1,6,1,0,9,19,7,3,5,0,5,5,11
"37",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,17,2,6,1,5,1,3,6,21,17,16,19,2,13,1,9,5,1,1,2,5,9,2,15,3,3,5,7,5,1,1,16,3,44,34,7,0,1,16,8,2,8,6,4,2,9,22,10,1,1,23,1,1,3,3,2,2,2,2,2,3,15,1,4,4,5,6,34,13,13,16,13,38,47,8,19,19,32,15,41,25,31,24,38,26,11,43,14,21,25,18,20,27,9,12,6,9,14,0,0,1,20,0,19,6,1,6,7,2,26,0,10,12,7,2,2,4
"38",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,16,1,5,2,4,2,2,5,20,16,15,18,1,12,0,8,4,2,2,1,4,8,3,14,4,4,4,6,4,0,0,15,4,43,33,6,1,0,15,7,3,7,5,3,1,8,21,9,0,0,22,2,0,4,4,3,1,3,3,3,2,14,2,3,3,4,5,33,12,12,15,12,37,46,7,18,18,31,14,40,24,30,23,37,25,10,42,13,20,24,17,19,26,8,11,5,8,13,1,1,2,19,1,18,5,0,5,6,3,25,1,9,11,6,1,1,5
"39",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,14,10,17,11,17,13,10,5,1,0,3,14,3,15,7,11,17,17,14,11,7,18,1,19,19,11,9,11,15,15,0,19,28,18,9,16,15,0,8,18,8,10,12,14,7,6,6,15,15,7,17,15,19,19,18,14,18,18,18,13,1,17,12,12,11,10,18,3,3,0,3,22,31,8,3,3,16,1,25,9,15,8,22,10,5,27,2,5,9,2,4,11,7,4,10,7,2,16,16,17,4,16,3,10,15,10,9,18,10,16,6,4,9,14,14,20
"40",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,9,6,2,9,3,9,5,2,13,9,8,11,6,5,7,1,3,9,9,6,3,1,10,7,11,11,3,1,3,7,7,8,11,36,26,1,8,7,8,0,10,0,2,4,6,1,14,2,7,7,15,9,7,11,11,10,6,10,10,10,5,7,9,4,4,3,2,26,5,5,8,5,30,39,0,11,11,24,7,33,17,23,16,30,18,3,35,6,13,17,10,12,19,1,4,2,1,6,8,8,9,12,8,11,2,7,2,1,10,18,8,2,4,1,6,6,12
"41",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,19,4,8,1,7,1,5,8,23,19,18,21,4,15,3,11,7,1,1,4,7,11,0,17,1,1,7,9,7,3,3,18,1,46,36,9,2,3,18,10,0,10,8,6,4,11,24,12,3,3,25,1,3,1,1,0,4,0,0,0,5,17,1,6,6,7,8,36,15,15,18,15,40,49,10,21,21,34,17,43,27,33,26,40,28,13,45,16,23,27,20,22,29,11,14,8,11,16,2,2,1,22,2,21,8,3,8,9,0,28,2,12,14,9,4,4,2
"42",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,9,6,2,9,3,9,5,2,13,9,8,11,6,5,7,1,3,9,9,6,3,1,10,7,11,11,3,1,3,7,7,8,11,36,26,1,8,7,8,0,10,0,2,4,6,1,14,2,7,7,15,9,7,11,11,10,6,10,10,10,5,7,9,4,4,3,2,26,5,5,8,5,30,39,0,11,11,24,7,33,17,23,16,30,18,3,35,6,13,17,10,12,19,1,4,2,1,6,8,8,9,12,8,11,2,7,2,1,10,18,8,2,4,1,6,6,12
"43",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,11,4,0,7,1,7,3,0,15,11,10,13,4,7,5,3,1,7,7,4,1,3,8,9,9,9,1,1,1,5,5,10,9,38,28,1,6,5,10,2,8,2,0,2,4,3,16,4,5,5,17,7,5,9,9,8,4,8,8,8,3,9,7,2,2,1,0,28,7,7,10,7,32,41,2,13,13,26,9,35,19,25,18,32,20,5,37,8,15,19,12,14,21,3,6,0,3,8,6,6,7,14,6,13,0,5,0,1,8,20,6,4,6,1,4,4,10
"44",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,13,2,2,5,1,5,1,2,17,13,12,15,2,9,3,5,1,5,5,2,1,5,6,11,7,7,1,3,1,3,3,12,7,40,30,3,4,3,12,4,6,4,2,0,2,5,18,6,3,3,19,5,3,7,7,6,2,6,6,6,1,11,5,0,0,1,2,30,9,9,12,9,34,43,4,15,15,28,11,37,21,27,20,34,22,7,39,10,17,21,14,16,23,5,8,2,5,10,4,4,5,16,4,15,2,3,2,3,6,22,4,6,8,3,2,2,8
"45",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,15,0,4,3,3,3,1,4,19,15,14,17,0,11,1,7,3,3,3,0,3,7,4,13,5,5,3,5,3,1,1,14,5,42,32,5,2,1,14,6,4,6,4,2,0,7,20,8,1,1,21,3,1,5,5,4,0,4,4,4,1,13,3,2,2,3,4,32,11,11,14,11,36,45,6,17,17,30,13,39,23,29,22,36,24,9,41,12,19,23,16,18,25,7,10,4,7,12,2,2,3,18,2,17,4,1,4,5,4,24,2,8,10,5,0,0,6
"46",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,8,7,3,10,4,10,6,3,12,8,7,10,7,4,8,0,4,10,10,7,4,0,11,6,12,12,4,2,4,8,8,7,12,35,25,2,9,8,7,1,11,1,3,5,7,0,13,1,8,8,14,10,8,12,12,11,7,11,11,11,6,6,10,5,5,4,3,25,4,4,7,4,29,38,1,10,10,23,6,32,16,22,15,29,17,2,34,5,12,16,9,11,18,0,3,3,0,5,9,9,10,11,9,10,3,8,3,2,11,17,9,1,3,2,7,7,13
"47",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,5,20,16,23,17,23,19,16,1,5,6,3,20,9,21,13,17,23,23,20,17,13,24,7,25,25,17,15,17,21,21,6,25,22,12,15,22,21,6,14,24,14,16,18,20,13,0,12,21,21,1,23,21,25,25,24,20,24,24,24,19,7,23,18,18,17,16,12,9,9,6,9,16,25,14,3,3,10,7,19,3,9,2,16,4,11,21,8,1,3,4,2,5,13,10,16,13,8,22,22,23,2,22,3,16,21,16,15,24,4,22,12,10,15,20,20,26
"48",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,7,8,4,11,5,11,7,4,11,7,6,9,8,3,9,1,5,11,11,8,5,1,12,5,13,13,5,3,5,9,9,6,13,34,24,3,10,9,6,2,12,2,4,6,8,1,12,0,9,9,13,11,9,13,13,12,8,12,12,12,7,5,11,6,6,5,4,24,3,3,6,3,28,37,2,9,9,22,5,31,15,21,14,28,16,1,33,4,11,15,8,10,17,1,2,4,1,4,10,10,11,10,10,9,4,9,4,3,12,16,10,0,2,3,8,8,14
"49",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,16,1,5,2,4,2,2,5,20,16,15,18,1,12,0,8,4,2,2,1,4,8,3,14,4,4,4,6,4,0,0,15,4,43,33,6,1,0,15,7,3,7,5,3,1,8,21,9,0,0,22,2,0,4,4,3,1,3,3,3,2,14,2,3,3,4,5,33,12,12,15,12,37,46,7,18,18,31,14,40,24,30,23,37,25,10,42,13,20,24,17,19,26,8,11,5,8,13,1,1,2,19,1,18,5,0,5,6,3,25,1,9,11,6,1,1,5
"50",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,16,1,5,2,4,2,2,5,20,16,15,18,1,12,0,8,4,2,2,1,4,8,3,14,4,4,4,6,4,0,0,15,4,43,33,6,1,0,15,7,3,7,5,3,1,8,21,9,0,0,22,2,0,4,4,3,1,3,3,3,2,14,2,3,3,4,5,33,12,12,15,12,37,46,7,18,18,31,14,40,24,30,23,37,25,10,42,13,20,24,17,19,26,8,11,5,8,13,1,1,2,19,1,18,5,0,5,6,3,25,1,9,11,6,1,1,5
"51",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,6,21,17,24,18,24,20,17,2,6,7,4,21,10,22,14,18,24,24,21,18,14,25,8,26,26,18,16,18,22,22,7,26,21,11,16,23,22,7,15,25,15,17,19,21,14,1,13,22,22,0,24,22,26,26,25,21,25,25,25,20,8,24,19,19,18,17,11,10,10,7,10,15,24,15,4,4,9,8,18,2,8,1,15,3,12,20,9,2,2,5,3,4,14,11,17,14,9,23,23,24,3,23,4,17,22,17,16,25,3,23,13,11,16,21,21,27
"52",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,18,3,7,0,6,0,4,7,22,18,17,20,3,14,2,10,6,0,0,3,6,10,1,16,2,2,6,8,6,2,2,17,2,45,35,8,1,2,17,9,1,9,7,5,3,10,23,11,2,2,24,0,2,2,2,1,3,1,1,1,4,16,0,5,5,6,7,35,14,14,17,14,39,48,9,20,20,33,16,42,26,32,25,39,27,12,44,15,22,26,19,21,28,10,13,7,10,15,1,1,0,21,1,20,7,2,7,8,1,27,1,11,13,8,3,3,3
